CGPA,Python_Skill,SQL_Skill,Machine_Learning_Skill,Deep_Learning_Skill,Data_Analysis_Skill,Statistics_Skill,Programming_Skill,DSA_Skill,Web_Development_Skill,Cybersecurity_Skill,Networking_Skill,Linux_Skill,Cloud_Skill,DevOps_Skill,NLP_Skill,Computer_Vision_Skill,OpenCV_Skill,Projects,Internship,Communication_Skill,Problem_Solving_Skill,Job_Role
7.0,4,5,5,5,5,1,4,2,1,3,5,5,2,1,5,3,1,4,0,1,4,NLP Engineer
6.9,4,5,4,5,4,3,1,4,2,3,4,1,2,1,4,3,2,2,1,5,4,NLP Engineer
7.62,4,3,5,5,5,1,2,4,4,1,4,4,4,4,4,3,4,3,1,3,4,NLP Engineer
9.64,5,5,5,4,3,1,3,5,5,5,5,2,5,3,5,4,2,0,0,1,4,NLP Engineer
9.81,5,3,5,4,5,2,4,4,3,4,4,1,4,5,4,5,5,4,0,4,3,NLP Engineer
9.56,5,1,5,5,3,5,1,1,1,5,2,4,1,4,5,1,1,0,0,5,4,NLP Engineer
8.88,5,4,5,4,5,2,4,4,2,5,1,1,4,5,4,1,4,2,1,5,4,NLP Engineer
6.44,4,3,5,4,3,2,5,4,5,1,3,1,4,2,5,1,3,4,0,5,4,NLP Engineer
5.51,5,4,5,5,1,3,1,4,4,2,5,4,2,4,5,5,3,1,1,5,5,NLP Engineer
6.02,4,2,5,5,1,3,1,2,3,3,3,5,2,1,4,2,5,5,0,5,4,NLP Engineer
5.67,5,4,4,5,2,1,4,4,1,4,3,5,2,5,5,4,1,4,0,4,4,NLP Engineer
8.92,5,5,5,4,3,1,3,1,5,4,2,4,5,2,4,3,5,3,1,1,3,NLP Engineer
6.63,4,5,4,5,3,4,4,4,1,1,4,4,2,3,4,5,5,0,1,1,3,NLP Engineer
9.71,5,3,4,4,5,4,2,1,1,5,3,4,2,5,5,4,5,0,1,4,4,NLP Engineer
7.27,5,5,5,5,2,1,3,4,1,3,5,3,5,5,4,2,2,0,0,4,4,NLP Engineer
6.8,5,2,4,4,2,4,2,1,1,1,5,1,4,4,4,4,4,0,1,1,4,NLP Engineer
9.87,4,3,4,4,2,4,4,3,5,2,5,5,5,1,5,4,1,5,1,4,4,NLP Engineer
6.99,5,2,5,4,2,4,4,5,5,2,1,4,3,5,4,2,4,3,1,2,5,NLP Engineer
7.98,4,3,5,4,2,1,4,3,1,5,4,1,5,4,5,5,3,4,0,5,3,NLP Engineer
7.28,4,5,5,4,5,3,4,1,4,2,1,5,1,1,5,3,1,4,0,3,4,NLP Engineer
8.92,4,2,5,5,4,3,4,3,5,1,2,5,5,4,5,2,1,4,1,1,3,NLP Engineer
6.75,5,5,4,4,5,1,5,1,1,5,1,3,2,5,4,1,1,2,0,5,3,NLP Engineer
9.42,5,5,4,5,3,1,3,3,4,3,4,2,4,2,5,5,2,4,0,5,3,NLP Engineer
7.53,4,5,5,4,2,5,1,4,5,5,4,4,3,5,5,1,2,3,1,1,4,NLP Engineer
6.74,5,3,5,4,1,3,3,4,5,3,2,4,4,3,4,3,2,1,1,3,3,NLP Engineer
6.36,5,3,5,4,5,4,5,4,1,3,4,3,2,2,4,1,1,5,0,5,5,NLP Engineer
7.22,5,4,5,4,2,2,2,1,1,2,2,5,4,5,5,4,2,0,0,5,4,NLP Engineer
8.66,5,3,4,4,4,3,5,2,5,3,5,1,3,5,5,3,1,3,0,2,5,NLP Engineer
8.49,5,5,4,5,1,3,1,1,4,3,2,5,4,2,4,1,3,4,0,1,4,NLP Engineer
6.86,5,1,5,5,5,1,1,2,2,3,4,2,2,2,4,5,3,3,1,4,4,NLP Engineer
9.26,4,2,5,4,2,1,4,2,4,4,3,5,1,1,4,1,3,0,1,1,4,NLP Engineer
9.91,4,5,4,4,5,1,3,4,5,3,3,5,4,4,5,2,3,5,1,5,3,NLP Engineer
7.65,4,3,4,4,3,2,5,5,3,5,5,2,1,4,4,1,3,5,1,2,3,NLP Engineer
9.13,4,5,5,5,4,3,5,3,4,5,4,5,2,5,4,1,2,5,1,3,3,NLP Engineer
8.89,4,4,4,5,5,4,5,5,1,5,5,4,4,2,4,5,5,5,1,2,3,NLP Engineer
6.77,4,1,4,5,2,2,2,4,4,5,5,1,4,5,4,2,2,2,0,4,3,NLP Engineer
8.32,4,2,5,4,1,2,4,1,1,1,3,4,3,1,4,2,3,3,0,2,5,NLP Engineer
6.69,4,5,5,5,5,2,3,5,1,3,2,5,2,5,4,3,1,5,1,2,4,NLP Engineer
5.56,4,1,5,5,5,5,5,5,1,3,2,4,5,5,4,3,1,5,0,4,4,NLP Engineer
7.12,5,5,5,5,1,5,3,2,2,5,4,5,5,1,5,5,3,0,0,4,5,NLP Engineer
9.63,5,4,4,4,5,5,1,5,3,2,5,2,1,5,5,3,3,2,0,3,3,NLP Engineer
7.13,5,2,5,4,5,2,1,5,5,2,4,1,5,3,5,4,4,2,0,3,3,NLP Engineer
9.58,4,4,5,5,1,4,1,1,4,5,1,3,5,4,5,5,1,4,1,3,4,NLP Engineer
9.01,5,3,4,4,5,5,3,1,5,5,1,1,2,2,5,4,1,1,1,5,3,NLP Engineer
5.77,4,2,5,4,3,4,5,5,5,1,5,2,3,4,4,2,2,1,0,4,5,NLP Engineer
9.09,5,3,4,5,5,1,2,5,3,4,1,3,4,2,5,4,1,3,1,4,3,NLP Engineer
9.5,4,1,5,5,2,2,5,4,4,5,5,3,4,1,5,4,5,5,1,2,5,NLP Engineer
6.3,5,2,4,5,1,3,5,4,5,4,1,1,1,2,5,4,3,0,1,1,3,NLP Engineer
9.06,5,1,5,5,2,4,2,3,1,4,3,2,2,3,5,1,5,5,1,3,4,NLP Engineer
9.17,5,2,4,4,1,5,4,3,4,2,4,3,3,1,5,1,4,3,0,5,3,NLP Engineer
9.23,5,3,4,5,3,1,4,1,2,1,3,2,4,2,4,5,5,2,0,2,5,NLP Engineer
8.27,4,4,5,5,4,2,3,1,4,3,2,5,1,3,5,2,1,4,0,3,4,NLP Engineer
6.46,5,4,4,4,1,4,5,5,4,5,4,1,1,1,4,1,1,0,0,3,3,NLP Engineer
6.3,5,5,4,5,4,3,2,1,5,2,3,2,5,4,5,4,4,0,1,4,3,NLP Engineer
7.53,4,5,5,5,4,5,5,1,4,3,5,5,5,1,5,5,1,2,1,2,3,NLP Engineer
7.46,5,4,5,5,3,4,5,4,4,1,2,5,5,1,4,1,4,5,1,3,5,NLP Engineer
6.67,5,1,5,5,1,1,5,1,5,5,3,2,1,1,4,5,4,0,1,1,5,NLP Engineer
9.92,5,5,4,4,5,5,5,5,1,2,4,4,1,1,4,2,4,3,1,1,3,NLP Engineer
9.6,5,3,5,4,1,3,4,5,2,2,5,1,3,3,5,5,4,5,1,3,3,NLP Engineer
5.97,4,2,5,5,4,3,2,5,5,4,4,3,4,2,5,4,2,1,1,4,3,NLP Engineer
9.03,4,1,5,5,4,1,3,2,2,3,3,4,4,2,4,4,3,4,0,3,3,NLP Engineer
9.07,4,5,5,5,5,4,5,3,4,1,4,3,3,4,5,5,5,5,0,3,4,NLP Engineer
9.57,5,5,4,4,3,2,5,4,4,5,3,5,3,5,5,1,1,5,1,2,3,NLP Engineer
7.9,5,3,5,5,5,1,3,3,5,5,3,5,2,1,5,5,5,3,0,3,5,NLP Engineer
5.51,4,3,4,5,2,4,1,3,4,1,1,5,5,5,5,3,1,4,0,4,3,NLP Engineer
9.29,4,1,5,4,2,2,3,1,4,3,1,3,5,3,5,1,5,4,1,5,3,NLP Engineer
5.99,5,4,5,5,2,1,1,5,3,1,1,2,2,2,4,1,2,4,1,4,4,NLP Engineer
8.34,4,1,4,5,1,3,5,2,3,2,5,2,1,5,4,3,4,4,0,4,5,NLP Engineer
8.05,5,1,4,4,1,3,2,3,4,4,3,4,2,2,5,4,3,0,0,5,3,NLP Engineer
9.02,4,3,4,4,4,5,4,3,1,3,5,4,1,5,4,2,2,2,1,5,5,NLP Engineer
6.78,5,4,5,5,1,4,4,2,5,3,5,1,1,2,4,1,5,0,1,3,4,NLP Engineer
9.9,4,2,5,5,2,1,1,2,4,4,1,3,4,3,5,2,5,1,0,1,3,NLP Engineer
6.21,5,5,5,4,3,5,5,4,3,3,1,4,2,1,4,2,5,5,1,4,4,NLP Engineer
9.38,5,3,4,5,4,1,5,3,1,3,5,1,1,5,4,1,1,1,0,2,4,NLP Engineer
8.16,4,4,5,5,3,3,1,3,3,1,5,5,2,5,4,4,2,4,0,5,4,NLP Engineer
6.93,5,1,4,5,3,1,4,5,4,4,3,5,2,1,5,3,2,3,0,1,4,NLP Engineer
6.06,4,3,5,4,1,1,2,5,2,4,4,5,5,5,5,1,4,1,1,3,3,NLP Engineer
8.08,4,5,4,4,2,3,3,5,2,5,5,5,3,5,5,1,2,1,0,2,4,NLP Engineer
7.03,4,5,5,5,1,3,2,5,1,5,2,2,1,4,4,5,3,4,0,1,3,NLP Engineer
6.47,4,5,5,5,2,2,1,5,3,4,5,5,4,5,4,4,3,3,0,1,3,NLP Engineer
5.76,4,4,4,5,5,1,3,5,4,4,5,2,3,5,4,4,1,1,0,2,3,NLP Engineer
9.18,5,5,4,4,3,5,1,3,5,1,5,5,1,5,5,5,4,1,0,2,3,NLP Engineer
8.93,4,2,5,4,1,1,4,2,5,5,3,5,2,5,4,5,1,3,0,4,3,NLP Engineer
8.02,4,5,5,4,2,4,2,2,5,4,4,3,1,1,4,2,3,2,1,3,4,NLP Engineer
6.3,4,3,5,4,1,1,5,1,5,4,5,5,1,3,4,2,5,5,0,3,5,NLP Engineer
6.99,4,2,4,5,4,5,5,3,4,5,3,3,3,1,4,5,2,5,0,1,4,NLP Engineer
7.26,4,5,4,4,3,4,1,4,1,3,2,3,2,5,4,5,2,3,0,3,3,NLP Engineer
8.28,4,2,5,4,1,2,5,3,1,1,3,1,5,1,5,2,5,5,1,2,5,NLP Engineer
9.17,4,5,5,4,1,3,3,5,2,2,1,3,4,1,4,5,4,3,1,3,3,NLP Engineer
9.51,5,3,5,5,3,5,5,5,3,5,5,4,4,2,4,1,5,1,1,3,4,NLP Engineer
7.51,5,5,4,5,2,4,1,5,5,1,5,2,3,2,5,2,1,4,0,1,5,NLP Engineer
9.55,5,4,5,4,4,5,1,1,1,4,3,1,5,5,5,3,3,0,0,2,4,NLP Engineer
9.38,4,3,4,5,1,3,4,4,5,2,5,5,3,2,4,5,4,5,0,4,5,NLP Engineer
9.17,5,3,5,4,5,5,2,3,1,2,4,4,4,3,4,5,4,0,1,4,5,NLP Engineer
6.54,5,4,5,4,3,5,5,3,1,1,4,1,4,2,4,2,2,0,0,3,5,NLP Engineer
8.3,5,3,5,4,1,2,5,1,3,5,1,4,1,5,5,3,2,2,1,2,4,NLP Engineer
8.25,5,5,4,5,1,5,1,5,1,4,5,4,4,5,4,2,1,3,0,4,4,NLP Engineer
9.43,4,4,4,4,1,5,5,5,4,4,4,4,3,5,4,4,3,4,0,4,3,NLP Engineer
9.77,4,2,5,5,5,5,1,2,3,3,4,5,2,4,4,5,3,4,0,3,4,NLP Engineer
5.99,5,2,4,5,4,5,1,4,5,1,5,1,2,2,5,1,2,1,1,2,4,NLP Engineer
5.5,5,4,4,5,5,1,3,5,5,5,4,1,1,3,5,3,1,0,1,3,5,NLP Engineer
7.3,5,4,4,5,3,5,5,1,3,1,5,5,2,5,5,1,2,5,0,5,5,NLP Engineer
6.54,5,5,4,4,3,4,3,2,5,4,2,2,3,5,5,3,2,2,1,1,5,NLP Engineer
8.04,5,5,4,4,1,4,1,3,5,5,1,2,3,5,4,5,5,5,1,3,4,NLP Engineer
9.45,5,1,4,5,5,3,2,4,4,4,1,3,3,1,5,4,4,4,1,2,5,NLP Engineer
9.53,4,2,5,4,1,5,3,3,3,4,5,5,2,5,5,2,5,2,1,4,4,NLP Engineer
7.38,5,1,4,5,5,3,4,5,4,2,1,5,4,1,4,4,5,1,0,5,4,NLP Engineer
8.57,5,4,5,5,3,2,5,5,4,2,4,3,3,1,5,2,2,2,1,2,5,NLP Engineer
6.83,5,3,4,4,1,4,4,4,3,1,5,4,3,3,4,2,1,3,1,1,5,NLP Engineer
7.94,4,3,5,5,5,3,5,5,5,5,1,3,3,2,4,2,5,4,0,4,3,NLP Engineer
6.18,5,1,5,4,4,1,5,5,1,1,5,4,2,3,5,1,3,0,0,1,4,NLP Engineer
9.19,5,5,5,4,2,5,1,3,2,5,5,5,3,2,5,3,1,5,0,3,5,NLP Engineer
8.35,5,1,4,5,4,4,3,2,5,2,1,1,5,4,4,2,2,5,1,3,3,NLP Engineer
9.99,4,2,5,4,2,5,2,5,2,3,3,2,5,3,5,2,1,5,1,3,3,NLP Engineer
9.14,4,5,4,4,2,4,4,2,3,5,1,4,5,5,5,2,4,3,1,4,4,NLP Engineer
6.86,5,2,5,5,2,4,2,5,5,3,2,3,4,3,5,5,4,3,1,5,3,NLP Engineer
7.15,4,5,4,4,2,5,5,1,1,1,4,3,2,3,5,3,3,0,1,3,3,NLP Engineer
8.15,4,5,5,5,5,4,1,4,1,4,5,4,4,5,4,5,2,4,1,2,4,NLP Engineer
9.19,4,2,4,5,2,5,1,5,1,2,4,5,3,5,5,4,4,5,0,3,3,NLP Engineer
8.94,4,3,4,4,5,4,4,2,5,5,3,5,1,2,4,1,4,5,0,3,4,NLP Engineer
9.35,4,3,4,4,4,2,2,4,1,1,1,1,5,4,4,4,2,0,0,1,4,NLP Engineer
5.87,5,5,5,5,1,3,1,1,4,5,5,5,5,3,5,1,2,3,0,5,4,NLP Engineer
6.13,5,4,5,4,1,2,5,5,2,5,5,5,3,3,5,2,4,1,1,3,3,NLP Engineer
8.66,5,1,5,5,3,4,5,4,3,1,2,2,2,4,4,1,5,5,1,1,5,NLP Engineer
6.51,5,3,4,5,3,3,1,3,4,3,4,5,5,4,4,1,5,3,1,3,5,NLP Engineer
9.78,4,3,4,5,2,2,5,1,2,3,4,4,4,5,4,4,3,3,0,4,3,NLP Engineer
9.68,4,5,5,5,3,2,2,2,4,4,4,3,2,5,4,1,1,1,0,4,3,NLP Engineer
6.62,4,5,5,5,3,4,5,5,4,1,2,5,4,4,4,3,2,3,0,5,5,NLP Engineer
6.12,5,3,4,5,3,5,3,2,5,2,4,4,4,4,4,3,5,2,1,4,5,NLP Engineer
9.32,5,5,4,4,2,5,1,1,1,2,2,1,2,1,4,2,3,2,0,3,5,NLP Engineer
5.97,4,1,5,5,3,2,3,3,4,1,2,5,4,1,5,5,3,5,0,3,5,NLP Engineer
6.35,5,4,5,5,2,1,3,1,2,4,5,4,2,4,5,3,1,0,0,2,3,NLP Engineer
9.78,4,1,4,5,2,5,1,2,5,1,5,2,2,5,5,5,5,4,1,4,4,NLP Engineer
7.68,4,3,4,4,3,1,4,5,3,4,5,2,2,4,4,1,4,1,1,2,3,NLP Engineer
8.25,4,3,5,5,2,4,1,3,2,4,4,1,5,3,5,4,3,0,0,4,4,NLP Engineer
6.99,5,3,5,4,5,2,2,3,4,1,3,1,3,1,5,4,1,3,0,2,4,NLP Engineer
8.57,5,1,5,5,2,3,4,5,4,1,3,3,4,3,4,1,1,5,1,4,3,NLP Engineer
7.8,4,5,5,4,2,3,5,3,4,4,1,3,3,1,5,4,5,3,0,3,4,NLP Engineer
8.39,4,5,4,4,1,4,1,3,5,1,3,4,5,4,4,1,1,4,1,5,4,NLP Engineer
8.25,5,1,5,4,5,1,2,3,2,3,3,4,5,4,5,4,3,5,0,1,4,NLP Engineer
8.71,4,2,5,5,2,4,1,3,3,5,2,2,2,1,4,5,5,0,1,4,5,NLP Engineer
9.09,4,5,5,4,2,3,3,3,4,5,1,3,1,3,5,1,4,2,0,3,5,NLP Engineer
9.28,4,5,4,5,3,2,2,3,4,5,1,1,3,1,4,2,5,0,1,3,5,NLP Engineer
5.96,5,2,4,4,3,3,4,2,1,2,3,2,5,2,5,4,3,4,0,1,3,NLP Engineer
5.79,4,2,4,5,4,5,1,5,2,5,1,4,3,2,4,3,1,0,0,5,5,NLP Engineer
9.57,5,4,5,4,4,5,4,2,1,3,2,5,4,1,5,4,4,3,0,1,4,NLP Engineer
9.88,5,3,4,4,1,1,5,4,3,5,5,2,3,1,4,3,2,4,1,2,3,NLP Engineer
8.4,4,2,4,4,2,4,1,3,1,4,4,3,4,1,4,1,4,3,1,2,5,NLP Engineer
8.54,5,4,5,4,4,2,1,1,2,1,2,4,5,3,5,3,3,1,1,3,3,NLP Engineer
7.26,5,3,5,5,2,3,1,3,3,2,1,1,1,2,4,1,5,2,0,4,4,NLP Engineer
7.73,5,4,4,5,4,4,4,1,5,2,1,4,2,1,4,4,1,0,0,1,4,NLP Engineer
8.6,5,5,5,4,5,3,1,1,2,5,4,3,1,3,4,4,1,3,0,1,3,NLP Engineer
8.32,5,3,4,4,3,1,5,4,1,5,5,3,1,5,5,1,3,0,0,3,3,NLP Engineer
9.18,4,1,4,5,1,5,1,1,1,4,3,4,1,1,5,5,3,2,1,3,5,NLP Engineer
7.38,4,2,4,4,4,4,5,4,4,4,2,5,5,5,4,2,5,4,0,2,3,NLP Engineer
7.64,4,4,5,5,5,1,2,3,3,2,1,2,1,1,4,2,3,4,1,2,4,NLP Engineer
9.67,4,5,4,4,1,5,3,4,3,4,2,3,5,4,4,4,3,0,0,1,3,NLP Engineer
7.09,4,3,4,4,1,2,3,5,1,5,5,4,1,1,5,2,5,4,1,1,5,NLP Engineer
9.63,5,2,5,5,5,5,5,4,2,3,2,4,2,2,4,2,2,3,0,1,4,NLP Engineer
6.5,4,3,4,4,3,5,3,3,3,5,4,1,2,2,4,4,5,1,1,5,3,NLP Engineer
9.04,5,3,5,5,2,5,4,4,5,5,3,2,3,1,5,4,4,5,0,3,3,NLP Engineer
9.14,4,2,5,5,3,4,5,5,1,2,4,1,5,5,4,3,3,4,0,2,5,NLP Engineer
8.92,4,3,4,5,5,4,3,3,3,3,1,3,3,4,4,3,4,4,0,4,3,NLP Engineer
9.15,4,2,4,5,2,5,2,1,3,3,3,1,1,3,5,3,4,4,1,2,3,NLP Engineer
5.91,5,5,5,5,4,3,2,2,1,5,4,4,3,5,5,5,5,2,1,5,3,NLP Engineer
8.76,4,1,5,4,1,3,1,4,4,2,5,5,3,1,4,5,5,1,0,1,4,Computer Vision Engineer
8.09,4,2,4,5,1,4,1,3,5,1,5,1,2,2,5,4,4,5,0,3,5,Computer Vision Engineer
5.89,4,4,4,5,1,1,3,4,5,3,3,1,5,4,1,5,5,4,0,2,3,Computer Vision Engineer
7.51,5,1,5,4,2,5,3,1,5,5,4,2,4,4,5,4,5,4,0,2,3,Computer Vision Engineer
6.74,4,2,5,5,5,4,3,1,1,2,4,4,1,3,4,5,5,2,1,4,5,Computer Vision Engineer
6.0,5,2,5,5,2,4,2,4,5,5,2,3,5,1,1,5,5,0,1,1,5,Computer Vision Engineer
8.6,4,4,4,4,4,1,2,5,3,4,1,4,5,4,4,4,4,2,1,4,4,Computer Vision Engineer
5.72,5,4,5,4,2,2,2,5,3,3,2,3,1,1,3,5,5,2,1,2,4,Computer Vision Engineer
6.9,5,2,4,5,5,3,1,3,3,1,1,4,5,5,3,4,4,4,0,5,3,Computer Vision Engineer
9.85,5,1,5,4,2,2,1,4,5,1,3,3,4,1,5,5,4,1,1,4,4,Computer Vision Engineer
7.01,5,3,5,5,1,5,2,4,3,1,4,5,3,3,1,4,5,4,0,4,4,Computer Vision Engineer
8.87,4,1,5,4,5,3,2,1,5,3,5,2,3,5,3,5,4,0,0,5,3,Computer Vision Engineer
9.95,4,3,5,5,2,1,5,1,2,3,5,3,3,5,5,5,5,1,1,3,5,Computer Vision Engineer
9.34,4,1,4,5,3,2,2,2,4,1,2,1,5,5,1,5,4,2,1,5,3,Computer Vision Engineer
9.05,4,1,4,5,2,3,3,3,4,2,3,3,1,1,1,5,4,2,0,3,4,Computer Vision Engineer
8.06,5,3,4,4,3,2,3,4,3,5,3,2,4,4,3,4,5,0,1,2,5,Computer Vision Engineer
8.3,4,2,4,5,2,4,5,5,3,3,4,3,1,4,4,5,5,1,0,5,4,Computer Vision Engineer
8.8,5,1,5,5,4,3,4,4,2,2,1,1,3,2,4,4,5,4,1,2,3,Computer Vision Engineer
8.51,4,3,5,5,4,5,5,2,2,1,5,3,5,2,4,5,4,2,1,3,5,Computer Vision Engineer
6.24,5,4,5,4,1,2,1,1,5,3,5,2,2,4,5,4,4,2,0,5,3,Computer Vision Engineer
9.88,4,2,4,5,1,4,2,4,4,1,2,3,2,4,5,4,5,5,0,5,4,Computer Vision Engineer
8.47,5,2,5,4,1,2,2,4,2,2,4,4,5,5,4,5,5,3,1,1,3,Computer Vision Engineer
8.36,4,4,5,5,3,5,3,4,3,3,1,3,3,2,4,5,5,5,0,5,3,Computer Vision Engineer
9.3,5,4,4,4,3,5,3,1,4,5,1,2,1,1,1,4,5,3,0,3,5,Computer Vision Engineer
8.63,5,1,4,4,1,3,4,2,1,5,1,2,2,3,5,5,5,1,1,1,5,Computer Vision Engineer
9.62,5,2,5,5,1,3,3,1,3,2,1,1,3,3,3,5,4,3,1,3,4,Computer Vision Engineer
7.55,5,1,5,4,4,1,3,1,3,2,3,1,5,4,1,5,5,3,0,2,3,Computer Vision Engineer
5.91,5,3,4,5,4,4,1,1,3,4,5,1,1,4,4,5,4,1,1,2,4,Computer Vision Engineer
8.33,5,1,4,4,5,2,5,1,4,2,3,5,5,2,5,5,5,1,1,2,5,Computer Vision Engineer
7.19,5,2,4,4,2,5,2,1,4,1,1,3,1,4,5,4,5,0,1,2,5,Computer Vision Engineer
9.8,5,4,4,4,4,2,4,5,1,3,2,4,4,4,3,5,5,3,1,5,3,Computer Vision Engineer
6.45,4,2,4,4,4,1,3,2,1,5,1,4,5,1,3,4,5,5,1,1,5,Computer Vision Engineer
8.97,4,1,4,5,4,2,2,4,4,3,2,5,4,5,5,5,4,2,1,3,4,Computer Vision Engineer
8.28,5,5,5,4,2,3,5,4,2,1,3,4,5,2,2,4,4,4,1,2,5,Computer Vision Engineer
9.55,4,3,5,5,5,5,3,1,5,5,2,5,3,2,1,4,4,3,1,4,4,Computer Vision Engineer
9.25,4,3,4,4,1,1,1,4,3,3,2,4,3,2,5,4,5,1,1,5,5,Computer Vision Engineer
5.92,4,2,5,4,1,5,5,2,5,1,3,3,1,2,3,5,5,5,0,1,4,Computer Vision Engineer
6.29,5,4,4,5,1,5,5,5,4,4,2,1,5,3,2,5,4,0,1,5,5,Computer Vision Engineer
9.92,4,1,5,5,2,5,3,1,5,5,4,1,2,1,3,5,5,1,1,3,5,Computer Vision Engineer
10.0,4,2,5,4,5,1,5,1,1,1,2,5,3,4,5,4,5,5,1,1,4,Computer Vision Engineer
8.58,5,4,5,4,1,2,4,3,5,4,1,5,2,4,5,4,4,3,0,4,3,Computer Vision Engineer
8.39,4,2,5,5,2,5,1,3,3,1,3,1,4,1,4,4,4,3,1,5,3,Computer Vision Engineer
6.62,4,1,4,4,3,4,2,2,2,5,5,1,1,1,5,5,4,4,0,5,5,Computer Vision Engineer
6.47,4,5,5,5,2,3,2,2,3,2,1,5,3,3,1,4,5,1,1,5,5,Computer Vision Engineer
7.18,4,3,5,5,1,3,1,2,1,1,4,2,5,5,5,4,5,2,0,1,3,Computer Vision Engineer
6.5,5,1,5,4,4,1,1,1,5,5,4,4,2,5,4,4,5,1,1,1,5,Computer Vision Engineer
8.53,5,5,4,4,3,4,2,3,2,5,5,4,3,5,1,5,4,2,1,2,5,Computer Vision Engineer
8.03,5,2,5,4,3,4,1,1,4,2,1,4,4,3,2,4,5,5,1,3,5,Computer Vision Engineer
8.06,4,1,4,5,2,4,4,2,1,1,1,1,3,2,2,4,4,1,0,2,3,Computer Vision Engineer
9.15,4,2,5,4,3,5,1,4,1,2,5,1,1,1,2,4,5,4,1,4,3,Computer Vision Engineer
9.87,4,5,5,5,3,5,4,4,5,5,1,4,3,2,2,4,4,3,0,2,5,Computer Vision Engineer
8.12,5,3,5,5,2,1,2,5,1,4,3,5,2,4,1,4,4,1,0,4,5,Computer Vision Engineer
7.66,5,5,5,5,4,2,2,5,3,1,4,5,3,5,3,4,4,5,1,2,5,Computer Vision Engineer
9.85,5,4,4,4,2,2,1,2,2,1,5,4,1,1,3,5,5,2,0,1,4,Computer Vision Engineer
9.05,4,2,4,4,4,5,4,4,5,2,4,3,3,4,2,4,5,4,0,3,3,Computer Vision Engineer
7.53,5,2,5,5,4,4,4,2,1,3,1,3,5,4,5,5,4,5,1,1,5,Computer Vision Engineer
6.76,4,5,4,4,2,3,1,2,2,5,5,5,3,4,4,5,5,0,1,4,5,Computer Vision Engineer
9.83,5,2,5,4,3,3,5,3,1,2,5,2,3,4,5,4,4,1,1,4,4,Computer Vision Engineer
9.35,4,1,4,5,5,3,3,2,5,2,2,1,5,1,1,4,4,3,1,4,4,Computer Vision Engineer
7.47,5,3,5,4,4,5,2,2,4,4,4,4,1,3,3,5,4,4,0,5,5,Computer Vision Engineer
6.04,5,5,4,4,2,3,5,1,2,5,3,4,4,5,1,5,4,3,1,3,5,Computer Vision Engineer
6.7,5,5,4,5,1,2,2,5,3,1,5,4,3,3,5,4,4,0,0,1,5,Computer Vision Engineer
7.21,5,5,4,4,1,4,1,1,3,1,1,1,2,4,4,4,4,3,1,4,3,Computer Vision Engineer
8.76,5,1,4,5,4,3,5,5,4,2,4,2,5,4,1,4,4,1,0,1,3,Computer Vision Engineer
8.84,5,1,5,4,5,3,5,3,1,4,3,2,2,4,5,5,4,5,1,5,4,Computer Vision Engineer
8.9,5,5,4,4,4,5,2,5,5,1,3,4,4,1,4,4,5,0,1,5,4,Computer Vision Engineer
9.08,5,3,5,4,4,1,2,5,4,2,3,5,5,3,5,5,5,0,0,5,3,Computer Vision Engineer
7.83,4,1,4,4,1,2,5,4,2,4,2,4,1,3,1,4,5,1,1,3,3,Computer Vision Engineer
8.31,4,3,4,5,3,1,3,3,1,5,2,3,1,3,1,5,5,4,1,4,3,Computer Vision Engineer
8.71,4,1,4,5,3,1,3,3,5,4,3,3,3,1,3,5,5,1,1,5,5,Computer Vision Engineer
6.53,5,4,5,4,3,5,4,1,5,1,3,3,4,4,2,4,4,4,0,4,5,Computer Vision Engineer
8.87,4,4,5,5,5,5,5,3,4,5,4,2,5,5,3,5,5,5,1,1,5,Computer Vision Engineer
6.98,4,3,5,5,5,4,2,4,1,2,4,2,2,1,4,5,5,1,1,2,4,Computer Vision Engineer
9.11,4,1,5,5,5,4,3,3,4,5,1,1,2,5,3,5,5,0,0,5,3,Computer Vision Engineer
7.49,4,5,5,5,2,2,1,3,4,5,2,3,3,4,4,4,4,0,1,5,5,Computer Vision Engineer
6.64,4,3,4,5,4,2,5,1,1,4,2,2,3,1,1,4,4,2,0,2,4,Computer Vision Engineer
6.93,4,4,4,4,5,5,4,2,4,4,2,1,3,1,4,5,4,2,1,4,3,Computer Vision Engineer
9.46,5,1,4,5,3,3,4,3,2,1,4,5,4,4,1,5,4,5,1,5,3,Computer Vision Engineer
9.15,4,1,4,5,3,2,4,5,1,2,1,1,2,1,3,5,4,5,1,2,3,Computer Vision Engineer
5.96,5,5,4,4,3,2,1,5,4,3,2,3,5,2,4,5,5,3,1,2,3,Computer Vision Engineer
6.63,5,1,4,4,4,1,3,2,4,5,3,3,1,4,1,4,4,1,1,5,4,Computer Vision Engineer
6.96,5,1,4,4,2,5,4,2,4,5,1,5,1,3,5,4,5,1,1,4,3,Computer Vision Engineer
5.63,4,1,4,5,4,5,3,1,3,2,3,1,1,1,4,5,4,5,0,5,3,Computer Vision Engineer
6.84,4,4,5,5,2,4,2,5,5,4,1,1,3,4,3,5,4,4,1,3,5,Computer Vision Engineer
6.89,5,4,4,4,3,4,3,4,5,4,4,2,4,2,3,5,5,3,0,3,5,Computer Vision Engineer
